ID,Page,Section heading,Category,Theorem level,Finding type,Severity,First-principles resolution,Probe machine-check status,Inscribed location,Physical insight
551,277,Contents > 6 The Capelli scalar > 6.1 The U(1) centre-of-mass cocycle,Capelli projective curvature,T_Capelli,Upgrade,Critical,"Capelli-projective central extension 0 → CK → ĝ_cent → g → 0 with [(f,aK),(g,bK)] = ({f,g}, ℏN ω(f,g) K), ω(f,g) = [{f,g}]_0. Closedness of ω in C²_CE(h, C) by Jacobi for {·,·} + linearity of constant projection (machine-checked). Central charge ℏN[c̄] ∈ H²_Lie(h̄, C)[[ℏ]] = Ω_central|_{J(f)} = curvature of modular line bundle at trace generator. Star bracket [Φ_ℏ(z_1), Φ_ℏ(z_2)]_⋆ = ℏN at operator level; classical avatar {Tr φ_1, Tr φ_2} = N (probe 2).","Capelli cocycle Jacobi machine-checked on 5 monomial triples; finite-N trace bracket at N=2, N=3 machine-checked",Thm 7768 eq:cent-extension; Thm capelli-equals-modular-curvature,"anomaly upgrades to projective curvature; the Capelli scalar is not removable, only relabelled as modular curvature."
552,277,Contents > 6 The Capelli scalar > 6.1 The U(1) centre-of-mass cocycle,Capelli projective curvature,T_Capelli,Verification probe,Critical,"Finite-N trace bracket {Tr φ_1, Tr φ_2} = N (probe 2); finite-N at N=2 and N=3 with explicit scalar matrix realisations; Moyal star commutator at ℏ-leading order.",PASS — finite-N trace bracket machine-checked at N=2 and N=3 on 5 monomial pairs each,Rmk 8107 probe (2); Thm capelli-equals-modular-curvature,"non-vanishing of {Tr φ_1, Tr φ_2} = N is the operational signature of the Capelli central charge; vanishing signals downgrade."
553,278,Contents > 6 The Capelli scalar > 6.1 The U(1) centre-of-mass cocycle,BV/QME/renormalization,T_QME,Upgrade,High,"All-loop brane-defect QME counterterm tower {C_{n,M}}_{n≥1, M≤N} in Costello renormalisation-group filtered complex. Recursion d_M C_{n,M} = -o^{ns}_{n,M} at order ℏ^n, window M, with o^{ns}_{n,M} the non-scalar obstruction polynomial assembled from Feynman graphs constructed from the brane-defect propagator K_{∂,bulk} and the closed-to-open vertex Φ_N. Milnor / Roos compatibility π_{M,N} C_{n,M} = C_{n,N} controls finite-window inverse limits.",probe (9) chain-level Feynman graph computation; DEFERRED to inscribed proof (symbolic reproof requires the full Costello graph QME machinery),Thm 7768 axiom (vii); Appendix I §11-12 (scalar-contact projection; Costello brane-defect graph QME),"non-scalar curvature is absorbed recursively when cohomology obstruction [o^{ns}_{n,M}] vanishes; scalar contact piece is absorbed by the Capelli central extension."
554,278,Contents > 6 The Capelli scalar > 6.1 The U(1) centre-of-mass cocycle,BV/QME/renormalization,T_QME,Verification probe,High,"QME recursion at order ℏ^n, window M: d_M C_{n,M} = -o^{ns}_{n,M} and tower compatibility π_{M,N} C_{n,M} = C_{n,N}.",DEFERRED — all-loop chain-level Feynman graph computation in Costello brane-defect graph QME (Appendix I §12); not symbolically machine-checkable without coding the full graph machinery,Rmk 8107 probe (9) (main.tex:8142-8144),the probe is the cohomology vanishing condition for the obstruction polynomial at each window/order.
555,279,Contents > 6 The Capelli scalar > 6.1 The U(1) centre-of-mass cocycle,Capelli projective curvature,T_Capelli,Upgrade,Critical,"Capelli-projective central extension 0 → CK → ĝ_cent → g → 0 with [(f,aK),(g,bK)] = ({f,g}, ℏN ω(f,g) K), ω(f,g) = [{f,g}]_0. Closedness of ω in C²_CE(h, C) by Jacobi for {·,·} + linearity of constant projection (machine-checked). Central charge ℏN[c̄] ∈ H²_Lie(h̄, C)[[ℏ]] = Ω_central|_{J(f)} = curvature of modular line bundle at trace generator. Star bracket [Φ_ℏ(z_1), Φ_ℏ(z_2)]_⋆ = ℏN at operator level; classical avatar {Tr φ_1, Tr φ_2} = N (probe 2).","Capelli cocycle Jacobi machine-checked on 5 monomial triples; finite-N trace bracket at N=2, N=3 machine-checked",Thm 7768 eq:cent-extension; Thm capelli-equals-modular-curvature,"anomaly upgrades to projective curvature; the Capelli scalar is not removable, only relabelled as modular curvature."
556,279,Contents > 6 The Capelli scalar > 6.1 The U(1) centre-of-mass cocycle,Capelli projective curvature,T_Capelli,Verification probe,Critical,"Finite-N trace bracket {Tr φ_1, Tr φ_2} = N (probe 2); finite-N at N=2 and N=3 with explicit scalar matrix realisations; Moyal star commutator at ℏ-leading order.",PASS — finite-N trace bracket machine-checked at N=2 and N=3 on 5 monomial pairs each,Rmk 8107 probe (2); Thm capelli-equals-modular-curvature,"non-vanishing of {Tr φ_1, Tr φ_2} = N is the operational signature of the Capelli central charge; vanishing signals downgrade."
557,280,Contents > 6 The Capelli scalar > 6.2 Operators in the closed Hamiltonian sector,Capelli projective curvature,T_Capelli,Upgrade,Critical,"Capelli-projective central extension 0 → CK → ĝ_cent → g → 0 with [(f,aK),(g,bK)] = ({f,g}, ℏN ω(f,g) K), ω(f,g) = [{f,g}]_0. Closedness of ω in C²_CE(h, C) by Jacobi for {·,·} + linearity of constant projection (machine-checked). Central charge ℏN[c̄] ∈ H²_Lie(h̄, C)[[ℏ]] = Ω_central|_{J(f)} = curvature of modular line bundle at trace generator. Star bracket [Φ_ℏ(z_1), Φ_ℏ(z_2)]_⋆ = ℏN at operator level; classical avatar {Tr φ_1, Tr φ_2} = N (probe 2).","Capelli cocycle Jacobi machine-checked on 5 monomial triples; finite-N trace bracket at N=2, N=3 machine-checked",Thm 7768 eq:cent-extension; Thm capelli-equals-modular-curvature,"anomaly upgrades to projective curvature; the Capelli scalar is not removable, only relabelled as modular curvature."
558,280,Contents > 6 The Capelli scalar > 6.2 Operators in the closed Hamiltonian sector,Capelli projective curvature,T_Capelli,Verification probe,Critical,"Finite-N trace bracket {Tr φ_1, Tr φ_2} = N (probe 2); finite-N at N=2 and N=3 with explicit scalar matrix realisations; Moyal star commutator at ℏ-leading order.",PASS — finite-N trace bracket machine-checked at N=2 and N=3 on 5 monomial pairs each,Rmk 8107 probe (2); Thm capelli-equals-modular-curvature,"non-vanishing of {Tr φ_1, Tr φ_2} = N is the operational signature of the Capelli central charge; vanishing signals downgrade."
559,281,Contents > 6 The Capelli scalar > 6.2 Operators in the closed Hamiltonian sector,CE/PV and Schouten,T_P0 / T_coord,Upgrade,High,"Coordinate-window CE/PV identity Φ_coord : C^•_CE,coord(h ⋉ P[1]) ≅ PV_coord(A_∂,coord). Bracket-admissible B ⊂ PV_coord gives P_0-isomorphism Φ^B_{P_0} : Φ_coord^{-1}(B) ≅ B. Hamiltonian-spanning B has u_f = boundary Hamiltonian image, c^f = vector-field operation. Kernel-admissible (B, K_B) gives diagonal Θ_B satisfying MC.","probe (5) CE/PV differential c^k ↦ ∂_{ξ_k}, u_k ↦ ξ_k; machine-checked on degree-≤3 truncation",Thm 7643 (main.tex:7643); Theorem reduced-ce-pv-central-operation,CE/PV is the Koszul resolution of the shifted-cotangent dg Lie algebra; admissibility is the analytic enhancement.
560,281,Contents > 6 The Capelli scalar > 6.2 Operators in the closed Hamiltonian sector,CE/PV and Schouten,T_P0 / T_coord,Verification probe,High,CE/PV differential match: d_CE c^k = -½ f^k_{ij} c^i c^j matches d_π(∂_{ξ_k}); d_CE u_k = f^j_{ik} u_j c^i matches d_π(ξ_k).,PASS — machine-checked via antisymmetry + Jacobi of structure constants on degree-≤3 monomial basis,Rmk 8107 probe (5) (main.tex:8125-8130),CE/PV differentials are linear in structure constants; match is automatic at the cocycle level.
561,282,Contents > 6 The Capelli scalar > 6.2 Operators in the closed Hamiltonian sector,CE/PV and Schouten,T_P0 / T_coord,Upgrade,High,"Coordinate-window CE/PV identity Φ_coord : C^•_CE,coord(h ⋉ P[1]) ≅ PV_coord(A_∂,coord). Bracket-admissible B ⊂ PV_coord gives P_0-isomorphism Φ^B_{P_0} : Φ_coord^{-1}(B) ≅ B. Hamiltonian-spanning B has u_f = boundary Hamiltonian image, c^f = vector-field operation. Kernel-admissible (B, K_B) gives diagonal Θ_B satisfying MC.","probe (5) CE/PV differential c^k ↦ ∂_{ξ_k}, u_k ↦ ξ_k; machine-checked on degree-≤3 truncation",Thm 7643 (main.tex:7643); Theorem reduced-ce-pv-central-operation,CE/PV is the Koszul resolution of the shifted-cotangent dg Lie algebra; admissibility is the analytic enhancement.
562,282,Contents > 6 The Capelli scalar > 6.2 Operators in the closed Hamiltonian sector,CE/PV and Schouten,T_P0 / T_coord,Verification probe,High,CE/PV differential match: d_CE c^k = -½ f^k_{ij} c^i c^j matches d_π(∂_{ξ_k}); d_CE u_k = f^j_{ik} u_j c^i matches d_π(ξ_k).,PASS — machine-checked via antisymmetry + Jacobi of structure constants on degree-≤3 monomial basis,Rmk 8107 probe (5) (main.tex:8125-8130),CE/PV differentials are linear in structure constants; match is automatic at the cocycle level.
563,283,Contents > 7 The obstruction calculus: master deformation complex of local-to-global coherence,BV/QME/renormalization,T_QME,Upgrade,High,"All-loop brane-defect QME counterterm tower {C_{n,M}}_{n≥1, M≤N} in Costello renormalisation-group filtered complex. Recursion d_M C_{n,M} = -o^{ns}_{n,M} at order ℏ^n, window M, with o^{ns}_{n,M} the non-scalar obstruction polynomial assembled from Feynman graphs constructed from the brane-defect propagator K_{∂,bulk} and the closed-to-open vertex Φ_N. Milnor / Roos compatibility π_{M,N} C_{n,M} = C_{n,N} controls finite-window inverse limits.",probe (9) chain-level Feynman graph computation; DEFERRED to inscribed proof (symbolic reproof requires the full Costello graph QME machinery),Thm 7768 axiom (vii); Appendix I §11-12 (scalar-contact projection; Costello brane-defect graph QME),"non-scalar curvature is absorbed recursively when cohomology obstruction [o^{ns}_{n,M}] vanishes; scalar contact piece is absorbed by the Capelli central extension."
564,283,Contents > 7 The obstruction calculus: master deformation complex of local-to-global coherence,BV/QME/renormalization,T_QME,Verification probe,High,"QME recursion at order ℏ^n, window M: d_M C_{n,M} = -o^{ns}_{n,M} and tower compatibility π_{M,N} C_{n,M} = C_{n,N}.",DEFERRED — all-loop chain-level Feynman graph computation in Costello brane-defect graph QME (Appendix I §12); not symbolically machine-checkable without coding the full graph machinery,Rmk 8107 probe (9) (main.tex:8142-8144),the probe is the cohomology vanishing condition for the obstruction polynomial at each window/order.
565,284,Contents > 7 The obstruction calculus: master deformation complex of local-to-global coherence > 7.2 The transported local datum,Chiral E_d / global descent,T_KN/global,Upgrade,Critical,"A^cl_bulk ≃ Z^der_{E_2^HT}(C^op_∂) on Kato-Nakayama log boundary ∂X^KN ⟺ Ob^global = Ob^chE_2_Deligne ⊕ Ob^desc_KN ⊕ Ob^all-loop_QME = 0. Components: (a) Ob^chE_2_Deligne = obstruction to extending K^(2)_Δ to a chiral E_2-operad on all arities (open at d≥2); (b) Ob^desc_KN = [d_2] ∈ H²(∂X^KN, Hom^{-1}(H^•, H^•)); (c) Ob^all-loop_QME = all-loop Costello renormalisation-group obstruction. Each component vanishes on a formal-Darboux polydisk.",probe (10) [d_2] class; DEFERRED to cohomological proof (full descent spectral sequence machinery),Thm 8323 (main.tex:8323); Rmk on local trivialisation (main.tex:8386),global identification is exactly obstruction-vanishing; local theorem is its formal-Darboux stalk.
566,284,Contents > 7 The obstruction calculus: master deformation complex of local-to-global coherence > 7.2 The transported local datum,Chiral E_d / global descent,T_KN/global,Verification probe,Critical,"Global descent first obstruction [d_2] ∈ H²(∂X^KN, Hom^{-1}(H^•, H^•)) from the d_2-differential of the descent spectral sequence on the log-étale cover trivialising local Darboux data.",DEFERRED — cohomological computation on Kato-Nakayama log boundary; inscribed at Thm 8323 (main.tex:8145-8149),Rmk 8107 probe (10); Thm 8323,the global probe is the d_2-class of a descent spectral sequence; vanishing is automatic on contractible neighbourhoods.
567,285,Contents > 7 The obstruction calculus: master deformation complex of local-to-global coherence > 7.3 Twists: three mechanisms,Pro-Matlis / residue duality,T_kernel,Upgrade,High,"Kernel-admissible diagonal Maurer-Cartan tensor Θ_B = ∑_I H_I ⊗ θ^I + ∑_I η^I ⊗ O_I on (B, K_B) with K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2). MC equation: dΘ_B + ½[Θ_B, Θ_B] = 0 (Jacobi for {·,·} plus moment-map closedness). Convergent diagonal Casimir C = ∑_I H_I ⊗ η_I ∈ h ⊗̂ P in the weighted nuclear topology, pro-Matlis tower P^Π_q = lim_← P_{≤N}.",probe (7) kernel MC machine-checked (Jacobi on 729 triples on degree-≤3 basis); probe (11) curve restriction machine-checked,Thm 7768 axiom (v); Thm 7643 item 2; Appendix I §6; Appendix B pro-Matlis,kernel admissibility = strict MC + Köthe continuity; pro-Matlis is the categorical home for Casimir-style residue duals.
568,285,Contents > 7 The obstruction calculus: master deformation complex of local-to-global coherence > 7.3 Twists: three mechanisms,Pro-Matlis / residue duality,T_kernel,Verification probe,High,"Kernel Maurer-Cartan dΘ_B + ½[Θ_B, Θ_B] = 0 (probe 7); curve restriction R_{L, B_⊥}(K^(2)_Δ) = dw/(w-w') (probe 11) via Res_{ζ_2=0} dζ_1 dζ_2/(ζ_1 ζ_2) = dζ_1/ζ_1.",PASS on probes (7) and (11); machine-checked symbolically,"Rmk 8107 probes (7), (11) (main.tex:8134-8152)",kernel MC is Jacobi at the diagonal element; curve restriction recovers the 1D Cauchy kernel as a residue shadow.
569,286,Contents > 7 The obstruction calculus: master deformation complex of local-to-global coherence > 7.4 Four-curvature taxonomy and six-coordinate classification,Chiral E_d / global descent,T_KN/global,Upgrade,Critical,"A^cl_bulk ≃ Z^der_{E_2^HT}(C^op_∂) on Kato-Nakayama log boundary ∂X^KN ⟺ Ob^global = Ob^chE_2_Deligne ⊕ Ob^desc_KN ⊕ Ob^all-loop_QME = 0. Components: (a) Ob^chE_2_Deligne = obstruction to extending K^(2)_Δ to a chiral E_2-operad on all arities (open at d≥2); (b) Ob^desc_KN = [d_2] ∈ H²(∂X^KN, Hom^{-1}(H^•, H^•)); (c) Ob^all-loop_QME = all-loop Costello renormalisation-group obstruction. Each component vanishes on a formal-Darboux polydisk.",probe (10) [d_2] class; DEFERRED to cohomological proof (full descent spectral sequence machinery),Thm 8323 (main.tex:8323); Rmk on local trivialisation (main.tex:8386),global identification is exactly obstruction-vanishing; local theorem is its formal-Darboux stalk.
570,286,Contents > 7 The obstruction calculus: master deformation complex of local-to-global coherence > 7.4 Four-curvature taxonomy and six-coordinate classification,Chiral E_d / global descent,T_KN/global,Verification probe,Critical,"Global descent first obstruction [d_2] ∈ H²(∂X^KN, Hom^{-1}(H^•, H^•)) from the d_2-differential of the descent spectral sequence on the log-étale cover trivialising local Darboux data.",DEFERRED — cohomological computation on Kato-Nakayama log boundary; inscribed at Thm 8323 (main.tex:8145-8149),Rmk 8107 probe (10); Thm 8323,the global probe is the d_2-class of a descent spectral sequence; vanishing is automatic on contractible neighbourhoods.
571,287,Contents > 7 The obstruction calculus: master deformation complex of local-to-global coherence > 7.5 Tate-coefficient cotangent lift: the six gauge slices in body,Admissible category / topology,T_adm,Upgrade,Critical,"Strongest form lives inside B^adm = admissible filtered nuclear Tate / pro-Matlis / Capelli-projective derived-centre category. Seven characterising axioms: (i) continuous duality exact; (ii) residue pairing perfect (⟨z_1^k z_2^l, ρ_{a,b}⟩ = δ_{a,k}δ_{b,l}); (iii) diagonal Casimir C = ∑_I H_I ⊗ η_I converges in weighted nuclear topology; (iv) Köthe seminorms p_n({x,y}) ≤ C_n p_{n+2}(x) p_{n+2}(y); (v) K^(2)_Δ bracket- and kernel-admissible; (vi) centrality homotopy hierarchy lives in completed convolution L_∞; (vii) QME counterterm tower Milnor/Roos-compatible.",probe (6) Köthe continuity machine-checked on 4 monomial pairs (PASS),"Thm 7768 axioms (i)-(vii) at main.tex:7818-7838; Appendix I §1, §5, §6","the seven axioms are independent — each fails on a specific weakening, witnessed by a specific strictness datum."
572,287,Contents > 7 The obstruction calculus: master deformation complex of local-to-global coherence > 7.5 Tate-coefficient cotangent lift: the six gauge slices in body,Admissible category / topology,T_adm,Verification probe,Critical,"Köthe bracket continuity p_n({x,y}) ≤ C_n p_{n+2}(x) p_{n+2}(y) (probe 6). Verified symbolically with C_n = (n+2)² on monomial test pairs.","PASS on 4 pairs: (z_1, z_2), (z_1 z_2, z_1²), (z_1²+z_2², z_1+z_2), (z_1³z_2, z_1 z_2³)",Rmk 8107 probe (6) (main.tex:8131-8133),Köthe continuity is the analytic backbone of B^adm — bracket boundedness in weighted seminorms.
573,288,Contents > 8 The pro-Matlis target: Matlis principal parts and the continuous cotangent module,Pro-Matlis / residue duality,T_kernel,Upgrade,High,"Kernel-admissible diagonal Maurer-Cartan tensor Θ_B = ∑_I H_I ⊗ θ^I + ∑_I η^I ⊗ O_I on (B, K_B) with K^(2)_Δ = dζ_1 dζ_2/(ζ_1 ζ_2). MC equation: dΘ_B + ½[Θ_B, Θ_B] = 0 (Jacobi for {·,·} plus moment-map closedness). Convergent diagonal Casimir C = ∑_I H_I ⊗ η_I ∈ h ⊗̂ P in the weighted nuclear topology, pro-Matlis tower P^Π_q = lim_← P_{≤N}.",probe (7) kernel MC machine-checked (Jacobi on 729 triples on degree-≤3 basis); probe (11) curve restriction machine-checked,Thm 7768 axiom (v); Thm 7643 item 2; Appendix I §6; Appendix B pro-Matlis,kernel admissibility = strict MC + Köthe continuity; pro-Matlis is the categorical home for Casimir-style residue duals.
