ID,Page,Section heading,Category,Theorem level,Finding type,Severity,Status,Verification reference,Notes,Surrounding text quote (truncated),Issue / improvement,Strongest upgrade construction,Verification / consistency probe
127,65,Contents > 2 The shifted-cotangent BF Lie algebra > 2.2 Hamiltonian BF action,References / exposition,T_exposition,Upgrade,Low,verified,"Bibliographic / cross-reference polish; the surrounding statement is already inscribed in stronger form at the load-bearing locations (Thm \ref{thm:main-local} main.tex:7768, Prop \ref{prop:monotone-strength-tower} main.tex:8202, Thm \ref{thm:main-global-conditional} main.tex:8323, Rmk \ref{rmk:consistency-probes} main.tex:8107)",Exposition entry; load-bearing content lives elsewhere,"2. The shifted-cotangent BF Lie algebra 63 Theorem 2.8 fixes the BV pair (Ecl, 𝜔BV) and the shifted-cotangent Lie algebra 𝔤= b𝔥⋉𝔥∨ cont[1]; the canonical degree-(−1) evaluation pairing ⟨𝛽, 𝑓⟩= 𝛽(𝑓) between cotangent and ",Reduce rhetorical load by making the claim/test/obstruction triad explicit in exposition-heavy passages.,"For each named theorem or comparison, add: category, input data, output, obstruction class, and verification probe.",Check that every theorem reference on this page resolves to hypotheses and target category.
128,65,Contents > 2 The shifted-cotangent BF Lie algebra > 2.2 Hamiltonian BF action,References / exposition,T_exposition,Verification probe,Low,verified,Exposition probe — pass/fail tests for the load-bearing statements are the 11 consistency probes of Rmk \ref{rmk:consistency-probes} (main.tex:8107),Exposition; probes live at the load-bearing remark,"2. The shifted-cotangent BF Lie algebra 63 Theorem 2.8 fixes the BV pair (Ecl, 𝜔BV) and the shifted-cotangent Lie algebra 𝔤= b𝔥⋉𝔥∨ cont[1]; the canonical degree-(−1) evaluation pairing ⟨𝛽, 𝑓⟩= 𝛽(𝑓) between cotangent and ",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,"For each named theorem or comparison, add: category, input data, output, obstruction class, and verification probe.",Check that every theorem reference on this page resolves to hypotheses and target category.
129,66,Contents > 2 The shifted-cotangent BF Lie algebra > 2.2 Hamiltonian BF action,BV/QME/renormalization,T_QME,Upgrade,High,verified,"Thm \ref{thm:main-local} (main.tex:7768) axiom (vii) QME counterterm tower {C_{n,M}} Milnor/Roos-compatible; Appendix I §11-12 (scalar-contact projection, Costello brane-defect graph QME)","All-loop QME via Costello renormalisation; classical CME shadow recovers from gr_{ℏ,F}","he cotan- gent partner 𝛽is the Lagrange multiplier enforcing this equation; the BV gauge symmetries are 𝛿𝜀𝛼= 𝐷𝜀+ {𝛼, 𝜀}, 𝛿𝜀𝛽= ad∨ 𝜀𝛽, and the cotangent gauge symmetry 𝛿𝜆𝛼= 0, 𝛿𝜆𝛽= 𝐷𝛼𝜆, with 𝐷𝛼= 𝐷+ {𝛼, −} and 𝜆∈Ω∗b⊗Ω0,∗b⊗","Classical BV and quantum QME layers should not be conflated; every quantum assertion needs scale, propagator, counterterm, and obstruction data.","State d_M C_{n,M}=-o_{n,M}^{ns} with pi_{M,N}C_{n,M}=C_{n,N}.","Check QI[L]+1/2{I[L],I[L]}_L+hbar Delta_L I[L]=0 after scalar-contact projection and non-scalar counterterms."
130,66,Contents > 2 The shifted-cotangent BF Lie algebra > 2.2 Hamiltonian BF action,BV/QME/renormalization,T_QME,Verification probe,High,verified,"Rmk \ref{rmk:consistency-probes} (main.tex:8107) probe (9): d_M C_{n,M}=-o^ns_{n,M} and π_{M,N}C_{n,M}=C_{n,N}; Appendix I §11-12 QME tower",QME recursion probe at main.tex:8142-8144,"he cotan- gent partner 𝛽is the Lagrange multiplier enforcing this equation; the BV gauge symmetries are 𝛿𝜀𝛼= 𝐷𝜀+ {𝛼, 𝜀}, 𝛿𝜀𝛽= ad∨ 𝜀𝛽, and the cotangent gauge symmetry 𝛿𝜆𝛼= 0, 𝛿𝜆𝛽= 𝐷𝛼𝜆, with 𝐷𝛼= 𝐷+ {𝛼, −} and 𝜆∈Ω∗b⊗Ω0,∗b⊗",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,"State d_M C_{n,M}=-o_{n,M}^{ns} with pi_{M,N}C_{n,M}=C_{n,N}.","Check QI[L]+1/2{I[L],I[L]}_L+hbar Delta_L I[L]=0 after scalar-contact projection and non-scalar counterterms."
131,67,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.1 The Dirac brane stack,Trace uniqueness / Dirac brane,T_Hoch / T_trace,Upgrade,High,verified,"Thm \ref{thm:main-local} (main.tex:7768): A^cl_bulk|_b ≃ Z^{der,adm}_{E_1}(A^cl_∂,N) ≃ HH^•_adm(A^cl_∂,N, A^cl_∂,N); Def \ref{defn:admissible-hochschild-centre-lift} centrality homotopies; Thm \ref{thm:protected-summand-exhausts} (main.tex:8156)","Derived E_1-centre = adm Hochschild cohomology, generators (J(f),θ_f,K)","acuum 𝑏gives the chart 𝐴𝑏= End(𝑏), and at the stack of 𝑁Dirac branes 𝐴𝑏is the matrix endomor- phism algebra of the corresponding boundary state. The manuscript works in the chart determined by this primitive open object.","Make the trace map forced rather than chosen: Dirac/Koszul descent, primitive trace generation, and Darboux naturality should all be visible.",Add the adjacent-word-swap boundary Q Tr(psi v u) and terminality of primitive single-trace Darboux-natural maps.,Check Tr(u phi1 phi2 v)-Tr(u phi2 phi1 v)=Q Tr(psi v u).
132,67,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.1 The Dirac brane stack,Trace uniqueness / Dirac brane,T_Hoch / T_trace,Verification probe,High,verified,"Rmk \ref{rmk:consistency-probes} (main.tex:8107) probe (8): [Phi_N(x),a]_G=dH^prod_{x,a} and {Phi_N(x),a}_{P_0}=dH^{P_0}_{x,a}",Hochschild centrality probe at main.tex:8137-8141,"acuum 𝑏gives the chart 𝐴𝑏= End(𝑏), and at the stack of 𝑁Dirac branes 𝐴𝑏is the matrix endomor- phism algebra of the corresponding boundary state. The manuscript works in the chart determined by this primitive open object.",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,Add the adjacent-word-swap boundary Q Tr(psi v u) and terminality of primitive single-trace Darboux-natural maps.,Check Tr(u phi1 phi2 v)-Tr(u phi2 phi1 v)=Q Tr(psi v u).
133,68,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.1 The Dirac brane stack,Trace uniqueness / Dirac brane,T_Hoch / T_trace,Upgrade,High,verified,"Thm \ref{thm:main-local} (main.tex:7768): A^cl_bulk|_b ≃ Z^{der,adm}_{E_1}(A^cl_∂,N) ≃ HH^•_adm(A^cl_∂,N, A^cl_∂,N); Def \ref{defn:admissible-hochschild-centre-lift} centrality homotopies; Thm \ref{thm:protected-summand-exhausts} (main.tex:8156)","Derived E_1-centre = adm Hochschild cohomology, generators (J(f),θ_f,K)","66 Contents and the constraint is realized by the Koszul derived zero-fibre model for the moment-map equation [12, Ch. 5]. Introduce the odd matrix-valued antifield 𝜓∈𝔤𝔩𝑁[1]. It is the BV antifield 𝜓= 𝐴∗of the Lagrange m","Make the trace map forced rather than chosen: Dirac/Koszul descent, primitive trace generation, and Darboux naturality should all be visible.",Add the adjacent-word-swap boundary Q Tr(psi v u) and terminality of primitive single-trace Darboux-natural maps.,Check Tr(u phi1 phi2 v)-Tr(u phi2 phi1 v)=Q Tr(psi v u).
134,68,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.1 The Dirac brane stack,Trace uniqueness / Dirac brane,T_Hoch / T_trace,Verification probe,High,verified,"Rmk \ref{rmk:consistency-probes} (main.tex:8107) probe (8): [Phi_N(x),a]_G=dH^prod_{x,a} and {Phi_N(x),a}_{P_0}=dH^{P_0}_{x,a}",Hochschild centrality probe at main.tex:8137-8141,"66 Contents and the constraint is realized by the Koszul derived zero-fibre model for the moment-map equation [12, Ch. 5]. Introduce the odd matrix-valued antifield 𝜓∈𝔤𝔩𝑁[1]. It is the BV antifield 𝜓= 𝐴∗of the Lagrange m",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,Add the adjacent-word-swap boundary Q Tr(psi v u) and terminality of primitive single-trace Darboux-natural maps.,Check Tr(u phi1 phi2 v)-Tr(u phi2 phi1 v)=Q Tr(psi v u).
135,69,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.1 The Dirac brane stack,Trace uniqueness / Dirac brane,T_Hoch / T_trace,Upgrade,High,verified,"Thm \ref{thm:main-local} (main.tex:7768): A^cl_bulk|_b ≃ Z^{der,adm}_{E_1}(A^cl_∂,N) ≃ HH^•_adm(A^cl_∂,N, A^cl_∂,N); Def \ref{defn:admissible-hochschild-centre-lift} centrality homotopies; Thm \ref{thm:protected-summand-exhausts} (main.tex:8156)","Derived E_1-centre = adm Hochschild cohomology, generators (J(f),θ_f,K)","Procesi–Razmyslov [17,18] identifies ℂ[𝔤𝔩𝑁⊕𝔤𝔩𝑁]𝐺𝐿𝑁with the algebra generated by traces of noncommutative monomials in two letters. Cyclic invariance equates traces of cyclically equivalent words; the 𝑄-exactness of (8) e","Make the trace map forced rather than chosen: Dirac/Koszul descent, primitive trace generation, and Darboux naturality should all be visible.",Add the adjacent-word-swap boundary Q Tr(psi v u) and terminality of primitive single-trace Darboux-natural maps.,Check Tr(u phi1 phi2 v)-Tr(u phi2 phi1 v)=Q Tr(psi v u).
136,69,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.1 The Dirac brane stack,Trace uniqueness / Dirac brane,T_Hoch / T_trace,Verification probe,High,verified,"Rmk \ref{rmk:consistency-probes} (main.tex:8107) probe (8): [Phi_N(x),a]_G=dH^prod_{x,a} and {Phi_N(x),a}_{P_0}=dH^{P_0}_{x,a}",Hochschild centrality probe at main.tex:8137-8141,"Procesi–Razmyslov [17,18] identifies ℂ[𝔤𝔩𝑁⊕𝔤𝔩𝑁]𝐺𝐿𝑁with the algebra generated by traces of noncommutative monomials in two letters. Cyclic invariance equates traces of cyclically equivalent words; the 𝑄-exactness of (8) e",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,Add the adjacent-word-swap boundary Q Tr(psi v u) and terminality of primitive single-trace Darboux-natural maps.,Check Tr(u phi1 phi2 v)-Tr(u phi2 phi1 v)=Q Tr(psi v u).
137,70,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.2 Hamiltonian sector and stable large N,Trace uniqueness / Dirac brane,T_Hoch / T_trace,Upgrade,High,verified,"Thm \ref{thm:main-local} (main.tex:7768): A^cl_bulk|_b ≃ Z^{der,adm}_{E_1}(A^cl_∂,N) ≃ HH^•_adm(A^cl_∂,N, A^cl_∂,N); Def \ref{defn:admissible-hochschild-centre-lift} centrality homotopies; Thm \ref{thm:protected-summand-exhausts} (main.tex:8156)","Derived E_1-centre = adm Hochschild cohomology, generators (J(f),θ_f,K)","68 Contents obstruction vector ObΠ BM, a six-component cohomology vector blocking strict all-window support-local current transfer to the brane line (Theorem 8.40). 𝐽is the scalar part of Φcl; the cotangent part is the r","Make the trace map forced rather than chosen: Dirac/Koszul descent, primitive trace generation, and Darboux naturality should all be visible.",Add the adjacent-word-swap boundary Q Tr(psi v u) and terminality of primitive single-trace Darboux-natural maps.,Check Tr(u phi1 phi2 v)-Tr(u phi2 phi1 v)=Q Tr(psi v u).
138,70,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.2 Hamiltonian sector and stable large N,Trace uniqueness / Dirac brane,T_Hoch / T_trace,Verification probe,High,verified,"Rmk \ref{rmk:consistency-probes} (main.tex:8107) probe (8): [Phi_N(x),a]_G=dH^prod_{x,a} and {Phi_N(x),a}_{P_0}=dH^{P_0}_{x,a}",Hochschild centrality probe at main.tex:8137-8141,"68 Contents obstruction vector ObΠ BM, a six-component cohomology vector blocking strict all-window support-local current transfer to the brane line (Theorem 8.40). 𝐽is the scalar part of Φcl; the cotangent part is the r",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,Add the adjacent-word-swap boundary Q Tr(psi v u) and terminality of primitive single-trace Darboux-natural maps.,Check Tr(u phi1 phi2 v)-Tr(u phi2 phi1 v)=Q Tr(psi v u).
139,71,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.2 Hamiltonian sector and stable large N,Trace uniqueness / Dirac brane,T_Hoch / T_trace,Upgrade,High,verified,"Thm \ref{thm:main-local} (main.tex:7768): A^cl_bulk|_b ≃ Z^{der,adm}_{E_1}(A^cl_∂,N) ≃ HH^•_adm(A^cl_∂,N, A^cl_∂,N); Def \ref{defn:admissible-hochschild-centre-lift} centrality homotopies; Thm \ref{thm:protected-summand-exhausts} (main.tex:8156)","Derived E_1-centre = adm Hochschild cohomology, generators (J(f),θ_f,K)",) of Theorem 5.5. The accep- tance datum is exactly what upgrades the connected-trace pattern of Theorem 5.6 to the global 𝐻𝐶∗−1 convention transfer. Theorem 3.5 (Loday–Quillen–Tsygan stable trace theorem). Let 𝐴be a uni,"Make the trace map forced rather than chosen: Dirac/Koszul descent, primitive trace generation, and Darboux naturality should all be visible.",Add the adjacent-word-swap boundary Q Tr(psi v u) and terminality of primitive single-trace Darboux-natural maps.,Check Tr(u phi1 phi2 v)-Tr(u phi2 phi1 v)=Q Tr(psi v u).
140,71,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.2 Hamiltonian sector and stable large N,Trace uniqueness / Dirac brane,T_Hoch / T_trace,Verification probe,High,verified,"Rmk \ref{rmk:consistency-probes} (main.tex:8107) probe (8): [Phi_N(x),a]_G=dH^prod_{x,a} and {Phi_N(x),a}_{P_0}=dH^{P_0}_{x,a}",Hochschild centrality probe at main.tex:8137-8141,) of Theorem 5.5. The accep- tance datum is exactly what upgrades the connected-trace pattern of Theorem 5.6 to the global 𝐻𝐶∗−1 convention transfer. Theorem 3.5 (Loday–Quillen–Tsygan stable trace theorem). Let 𝐴be a uni,Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,Add the adjacent-word-swap boundary Q Tr(psi v u) and terminality of primitive single-trace Darboux-natural maps.,Check Tr(u phi1 phi2 v)-Tr(u phi2 phi1 v)=Q Tr(psi v u).
141,72,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.3 Open mixed brane states,Trace uniqueness / Dirac brane,T_Hoch / T_trace,Upgrade,High,verified,"Thm \ref{thm:main-local} (main.tex:7768): A^cl_bulk|_b ≃ Z^{der,adm}_{E_1}(A^cl_∂,N) ≃ HH^•_adm(A^cl_∂,N, A^cl_∂,N); Def \ref{defn:admissible-hochschild-centre-lift} centrality homotopies; Thm \ref{thm:protected-summand-exhausts} (main.tex:8156)","Derived E_1-centre = adm Hochschild cohomology, generators (J(f),θ_f,K)","and a permutation decomposes uniquely into cycles. A single cycle is exactly a trace-cycle tensor in im Θ𝑁,𝐾,𝐿; a multicycle tensor is a block-sum product of such single cycles. The Hopf logarithm kills decomposable prod","Make the trace map forced rather than chosen: Dirac/Koszul descent, primitive trace generation, and Darboux naturality should all be visible.",Add the adjacent-word-swap boundary Q Tr(psi v u) and terminality of primitive single-trace Darboux-natural maps.,Check Tr(u phi1 phi2 v)-Tr(u phi2 phi1 v)=Q Tr(psi v u).
142,72,Contents > 3 The derived commuting variety stack at N Dirac branes > 3.3 Open mixed brane states,Trace uniqueness / Dirac brane,T_Hoch / T_trace,Verification probe,High,verified,"Rmk \ref{rmk:consistency-probes} (main.tex:8107) probe (8): [Phi_N(x),a]_G=dH^prod_{x,a} and {Phi_N(x),a}_{P_0}=dH^{P_0}_{x,a}",Hochschild centrality probe at main.tex:8137-8141,"and a permutation decomposes uniquely into cycles. A single cycle is exactly a trace-cycle tensor in im Θ𝑁,𝐾,𝐿; a multicycle tensor is a block-sum product of such single cycles. The Hopf logarithm kills decomposable prod",Turn the local statement on this page into an explicit pass/fail mathematical or physical test.,Add the adjacent-word-swap boundary Q Tr(psi v u) and terminality of primitive single-trace Darboux-natural maps.,Check Tr(u phi1 phi2 v)-Tr(u phi2 phi1 v)=Q Tr(psi v u).
